owner,repo,github_stars,download_count,experimental_ai_generated_description,risk_category,adjusted_risk_score,popularity_score,doc_quality_score,doc_quality_adjustment,readme_found,has_installation_docs,has_usage_docs,has_api_reference,has_security_docs,has_error_handling,has_cli_docs,has_code_examples,has_screenshots,has_license_info,readme_size_bytes,headings_count,code_blocks_count,readability_score,missing_sections,oauth_implementation,direct_api_tokens,main_risk_factors,outbound_connections
neka-nat,freecad-mcp,112,11962,"FreeCAD MCP enables AI-driven CAD modeling by providing a remote procedure call (RPC) server that allows Claude Desktop to control FreeCAD programmatically. Developed by neka-nat, this implementation supports operations like creating documents, inserting parts from libraries, editing objects, and executing arbitrary Python code, making it powerful for generative design and automated 3D modeling workflows.",MINIMAL,1.74,1.9,5.2,-1.56,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2827,11,5,3.5,error_handling; license; project_info,No,No,,
sirmews,mcp-pinecone,112,19298,"This MCP server, developed by sirmews, enables AI assistants like Claude to interact with Pinecone vector databases for retrieval-augmented generation (RAG) applications. Built with Python, it provides tools for semantic search, document retrieval, and document upsert operations on Pinecone indexes. The implementation stands out by leveraging Pinecone's inference API for embedding generation, simplifying the architecture. By connecting AI capabilities with Pinecone's efficient vector search, this server allows AI systems to augment their knowledge with relevant information from large document collections. It is particularly useful for building AI applications that require real-time access to up-to-date information, such as question-answering systems, chatbots with domain-specific knowledge, or AI-powered research assistants.",MINIMAL,1.61,1.9,6.9,-2.07,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5837,16,10,5.0,usage,No,Yes,,
taida957789,ida-mcp-server-plugin,112,0,"IDA Pro MCP Server enables AI assistants to interact directly with IDA Pro for binary analysis tasks. This plugin provides a comprehensive set of tools for remote querying and control, allowing AI systems to examine byte data, retrieve disassembly code, access decompiled pseudocode, query function information, and perform various binary analysis operations. Running locally on port 3000, it creates a bridge between AI assistants like Claude and IDA Pro's powerful reverse engineering capabilities, making it particularly valuable for automated malware analysis, vulnerability research, and collaborative reverse engineering projects.",MINIMAL,1.08,1.3,7.2,-2.16,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4423,8,2,5.0,error_handling,No,No,,
HEAD,filesystem,111,0,"This Quarkus-based MCP server implementation provides a filesystem interface for AI models. Developed by the Quarkus team, it leverages Quarkus' fast startup and low memory footprint to offer efficient file system operations. The server includes dependencies for Jackson JSON processing, Qute templating, and Arc dependency injection. It supports both JVM and native compilation modes, with a Maven wrapper for easy building and running. This implementation is ideal for scenarios requiring AI models to interact with local file systems, such as automated file management, content organization, or data processing tasks, while benefiting from Quarkus' performance optimizations.",MINIMAL,1.3,1.3,0,-0.0,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,No,No,,
HEAD,jdbc,111,0,"This Model Context Protocol server, developed by the Quarkus team, enables AI models to interact with databases through JDBC connections. Built using Quarkus and JBang, it provides tools for querying, modifying, and exploring database content with just a JDBC URL. The implementation focuses on simplicity and flexibility, supporting various database types including in-memory, downloadable, and live databases. It's particularly useful for AI-assisted database management tasks, allowing models to perform operations like data analysis, schema exploration, and content manipulation across different database systems without needing direct access to the underlying infrastructure. The server's design makes it adaptable for various use cases where AI needs to interact with structured data, such as automated reporting, data migration, or dynamic query generation.",MINIMAL,1.3,1.3,0,-0.0,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,No,No,,
xgenerationlab,xiyan_mcp_server,110,0,"XiYan MCP Server enables AI assistants to interact with MySQL databases through natural language queries using XiYanSQL. Developed by Zhiling Luo, this server provides capabilities to list tables, read data, and execute SQL queries in a controlled, secure environment. It integrates with LLM APIs for natural language processing and requires minimal configuration through environment variables, making it particularly valuable for database exploration and analysis workflows where direct SQL access might be risky or impractical.",MINIMAL,1.01,1.3,7.0,-2.1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,13826,28,20,5.0,error_handling,No,Yes,,
burtthecoder,mcp-maigret,109,2913,"This MCP server, developed by BurtTheCoder, enables AI assistants like Claude to leverage the OSINT capabilities of Maigret. Built in JavaScript/TypeScript, it provides functionality for searching usernames across social networks and analyzing URLs. The implementation stands out by offering Docker-based execution, multiple output formats, and site filtering options. By connecting AI capabilities with Maigret's extensive data collection, this server allows AI systems to gather and process publicly available user information programmatically. It is particularly useful for building AI-powered tools for social media research, identity verification, and open-source intelligence gathering that require ethical and responsible use of public data sources.",MINIMAL,1.27,1.5,7.7,-2.31,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5626,17,9,5.0,,No,No,,
gannonh,firebase-mcp,108,7032,"Firebase MCP server provides a standardized interface for AI assistants to interact with Firebase services including Authentication, Firestore, and Storage. Built by Gannon Hall, this TypeScript implementation enables LLM clients to perform user management, document database operations, and file storage tasks through a consistent set of MCP tools. Particularly useful for developers building AI-powered applications that require seamless integration with Firebase's backend services.",MINIMAL,0.97,1.7,7.6,-2.28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9013,39,12,3.5,,Yes,No,,https://firebasestorage.googleapis.com/v0/b/test-bucket/o/path%2Fwith%20spaces%2Fand%2Bspecial%26chars.txt?alt=media; https://firebasestorage.googleapis.com/v0/b/test-bucket/o/file.xyz123?alt=media; https://firebasestorage.googleapis.com/v0/b/test-bucket/o/?alt=media; https://firebasestorage.googleapis.com/v0/b/${bucketName; https://example.com/document.pdf
spences10,mcp-sequentialthinking-tools,108,9239,"This MCP server for Sequential Thinking Tools, developed by Scott Spence, provides a structured approach to problem-solving and decision-making processes. Built with TypeScript and leveraging the Model Context Protocol SDK, it offers tools for step-by-step analysis, branching thoughts, and adaptive thinking strategies. The implementation focuses on guiding AI models through complex reasoning tasks, with features for tool recommendation and confidence assessment. It's particularly useful for AI assistants and applications needing to break down problems, plan solutions, and conduct reflective analysis, enabling use cases such as strategic planning, troubleshooting, and multi-step decision making without relying on predefined problem-solving frameworks.",MINIMAL,1.51,1.7,6.4,-1.92,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,5924,15,9,3.5,error_handling,No,No,,
tonypan2,minesweeper-mcp-server,108,0,"Minesweeper MCP Server provides a bridge between Claude and a Minesweeper game server, allowing AI assistants to play the classic puzzle game through a set of tools. Built by tonypan2, it communicates with a locally running game server via HTTP requests, translating game actions (start, click, flag, unflag) into API calls and returning the game state as images. The server is designed for integration with Claude Desktop through its configuration system, making it ideal for demonstrating AI problem-solving capabilities in a visual game environment without requiring the assistant to leave the conversation interface.",MINIMAL,1.17,1.3,4.3,-1.29,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,2092,7,3,3.5,api_reference; error_handling; license; project_info,No,No,,
huccihuang,bilibili-mcp-server,107,0,"Bilibili MCP Server provides a simple interface to the Bilibili API, enabling search functionality across the popular Chinese video platform. Built with FastMCP, it exposes a single tool that allows querying the Bilibili search API with optional authentication via session data cookies. The implementation is lightweight, requiring only Python 3.12 and minimal dependencies (mcp[cli] and requests), making it ideal for workflows that need to retrieve video content, user information, or other searchable data from Bilibili without leaving the conversation interface.",MINIMAL,1.21,1.3,3.0,-0.9,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,904,6,2,3.5,installation; usage; configuration; error_handling; project_info,No,No,,
jae-jae,g-search-mcp,105,7897,"G-Search MCP is a powerful server for performing parallel Google searches with multiple keywords simultaneously, using Playwright to automate browser interactions. Developed by jae-jae, it features intelligent CAPTCHA detection with automatic switching to visible browser mode when verification is needed, browser state persistence to reduce detection likelihood, and user behavior simulation to mimic real browsing patterns. The implementation includes robust error handling, configurable search parameters (result limits, timeouts, locales), and returns structured JSON results, making it ideal for applications requiring efficient batch searching or when AI assistants need direct access to search engine results without triggering anti-bot measures.",MINIMAL,1.48,1.7,7.3,-2.19,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5411,20,16,5.0,,No,No,,
jkf87,hwp-mcp,105,0,"HWP MCP Server provides a bridge between AI assistants and Hangul Word Processor (HWP) documents, enabling document manipulation through a standardized interface. The implementation supports both Python (Flask-based) and Node.js versions, utilizing the HWP COM interface via pywin32 or winax respectively to control document operations. This server allows AI assistants to create, edit, and format Korean documents in the proprietary HWP format, making it particularly valuable for workflows involving Korean language document processing that require direct interaction with the Hangul Office suite.",MINIMAL,1.1,1.3,6.6,-1.98,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3469,27,10,5.0,error_handling; project_info,No,No,,
openbnb-org,mcp-server-airbnb,105,48541,"This MCP server provides AI assistants with access to Airbnb's search and listing details functionality without requiring API keys. Built with TypeScript using the Model Context Protocol SDK, it offers two main tools: airbnb_search for finding vacation rentals with various filters, and airbnb_listing_details for retrieving comprehensive information about specific properties. The implementation respects robots.txt rules by default (with an option to bypass), uses cheerio for HTML parsing, and processes the data to reduce context load by flattening arrays and cleaning objects. Developed by OpenBnB, it's ideal for travel planning use cases where users need to explore accommodation options and compare listing details.",MINIMAL,1.73,1.9,5.8,-1.74,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,2668,9,4,5.0,usage; error_handling,No,No,,
rishikavikondala,mcp-server-aws,105,0,"This MCP server, developed by Rishika Vikondala, enables AI assistants like Claude to interact with AWS resources, specifically S3 and DynamoDB services. It provides tools for common operations such as creating/deleting S3 buckets, uploading/downloading objects, and performing CRUD operations on DynamoDB tables and items. The server integrates with the AWS SDK and automatically logs all operations, making them accessible through an audit endpoint. By bridging AI capabilities with AWS infrastructure management, this implementation facilitates easier cloud resource manipulation and monitoring. It is particularly useful for DevOps teams automating AWS workflows, developers needing quick access to cloud resources, or system administrators performing routine maintenance tasks through AI-assisted interactions.",MINIMAL,1.1,1.3,6.7,-2.01,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3725,11,2,5.0,,No,No,,
newideas99,deepseek-thinking-claude-3.5-sonnet-cline-mcp,105,0,"This RAT (Retrieval Augmented Thinking) MCP server, developed by Skirano, implements a two-stage reasoning process combining DeepSeek's analysis capabilities with various response models. Built with TypeScript and leveraging the Model Context Protocol SDK, it offers flexible model selection, persistent conversation context, and customizable reasoning visibility. The implementation focuses on enhancing AI responses through structured reasoning, with features like context management and multi-model support. It's particularly useful for developers and researchers working on improving AI conversation quality, enabling use cases such as more thoughtful chatbots, enhanced question-answering systems, and AI-assisted analysis tasks without directly dealing with individual API complexities.",MINIMAL,1.01,1.3,6.9,-2.07,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5689,16,10,5.0,error_handling,No,Yes,,
pyroprompts,any-chat-completions-mcp,104,0,"This MCP server, developed by pyroprompts, enables AI assistants to interact with any OpenAI SDK-compatible chat completion API, including OpenAI, Perplexity, Groq, xAI, and PyroPrompts. It provides a single 'chat' tool that relays questions to the configured AI provider and returns responses. Built in TypeScript, the implementation offers a flexible way to integrate various AI models into Claude Desktop through a standardized MCP interface. By abstracting away provider-specific details, this server allows easy switching between different AI services without changing the core integration. It is particularly useful for users who want to leverage multiple AI providers within Claude, experiment with different models, or avoid vendor lock-in while maintaining a consistent interaction pattern.",MINIMAL,1.1,1.3,6.5,-1.95,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3999,6,7,5.0,usage,No,No,,
ccq1,awsome_kali_mcpservers,103,0,"Awesome Kali MCP Servers provides a secure interface for AI assistants to execute Kali Linux security tools through a sandboxed environment. The implementation wraps common security utilities including nmap for network scanning, objdump and nm for binary analysis, strings for file examination, and wireshark/tshark for packet analysis. Built with Python using Docker containers for isolation, it enforces configurable resource limits and network access controls to prevent abuse while maintaining tool functionality. This server enables AI systems to perform security analysis tasks like vulnerability scanning, binary reverse engineering, and network traffic inspection without direct system access, making it valuable for security professionals who want to leverage AI assistants for technical security operations.",MINIMAL,1.1,1.3,6.7,-2.01,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4968,14,2,3.5,error_handling,No,No,,
jingcheng-chen,rhinomcp,103,0,"RhinoMCP is a plugin for Rhino 8 that implements the Model Context Protocol, enabling AI assistants to interact with Rhino's 3D modeling environment. The plugin creates a server that exposes Rhino's functionality through MCP, allowing for programmatic control of modeling operations. Built on the C# SDK for MCP, it features start and stop commands to manage the server connection, making it useful for automating design workflows and enabling conversational interfaces to control Rhino.",MINIMAL,1.03,1.3,7.6,-2.28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5477,27,4,5.0,,No,Yes,,
maquina-app,rails-mcp-server,103,0,"Rails MCP Server provides a Ruby implementation that allows LLMs to interact with Rails projects through a standardized protocol. It enables AI models to browse project files, view routes, inspect models, and retrieve database schema information across multiple Rails applications. The server follows the XDG Base Directory Specification for configuration, includes tools for project navigation and codebase exploration, and integrates seamlessly with Claude Desktop through either an automated setup script or manual configuration. Particularly valuable for developers seeking AI assistance with Rails application analysis, understanding, and exploration without leaving their conversation interface.",MINIMAL,1.07,1.3,7.8,-2.34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13808,41,35,5.0,,No,No,,
weaviate,mcp-server-weaviate,103,0,"Bring intuitive AI-native applications to life with less hallucination, data leakage, and vendor lock-in with the open source vector database developers love.",MINIMAL,0.97,1.3,5.6,-1.68,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1425,6,2,5.0,error_handling; project_info,No,Yes,,
ktanaka101,mcp-server-duckdb,102,17400,"This DuckDB MCP server, developed by ktanaka101, provides a flexible interface for language models to interact with DuckDB databases. It enables AI agents to execute SQL queries, create tables, and inspect schemas through a controlled interface. The server can be run in read-only mode for enhanced security and integrates with Claude Desktop. By leveraging DuckDB's column-oriented architecture, it allows AI systems to efficiently analyze large datasets locally. This implementation is particularly useful for AI assistants designed to perform ad-hoc data analysis, generate insights from local files, or provide data-driven recommendations using DuckDB as a high-performance analytical database backend.",MINIMAL,1.69,1.9,7.0,-2.1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4446,18,3,5.0,usage,No,No,,
tiberriver256,mcp-server-azure-devops,102,0,"This MCP server implementation provides a bridge between AI assistants and Azure DevOps, enabling interaction with projects, work items, repositories, pull requests, branches, and pipelines. Developed by Tiberriver256, it offers tools for managing Azure DevOps resources and automating development workflows. The server is designed for DevOps teams looking to enhance their Azure-based processes with AI-driven assistance, supporting use cases like automated code reviews, work item management, and CI/CD pipeline optimization.",MINIMAL,1.08,1.3,7.4,-2.22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9246,28,2,3.5,,No,No,,https://dev.azure.com/org-name-2; https://almsearch.dev.azure.com/${organization; https://dev.azure.com/mock-org; https://dev.azure.com/test-org; https://almsearch.dev.azure.com/mock-org/mock-project/_apis/search/workitemsearchresults?api-version=7.1
0xkoda,wiremcp,100,0,"WireMCP is a network analysis server that empowers LLMs with real-time traffic monitoring capabilities by leveraging Wireshark's tshark utility. Developed by 0xKoda, it provides five specialized tools for capturing and analyzing network data: raw packet capture, protocol statistics, conversation tracking, and threat detection through URLhaus blacklist integration. The implementation automatically locates tshark across different operating systems, handles large packet captures by intelligently trimming output, and presents results in structured formats optimized for LLM comprehension. Ideal for security analysts using AI assistants for threat hunting, network diagnostics, and anomaly detection without requiring direct access to network monitoring tools.",MINIMAL,1.08,1.3,7.4,-2.22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4947,14,6,3.5,,No,No,,
ccabanillas,notion-mcp,99,0,"This Notion MCP server, developed by Chase Cabanillas, integrates Notion's API with the Model Context Protocol, enabling AI-assisted workflows to interact with Notion databases and pages. Built with Python and leveraging libraries like httpx and pydantic, it exposes Notion operations as MCP resources and tools, including database listing, querying, page creation/updating, and search functionality. The implementation focuses on asynchronous operations, proper error handling, and adherence to MCP specifications. It's particularly useful for developers and teams looking to incorporate Notion's organizational capabilities into AI-driven applications, allowing for dynamic content management and retrieval within Notion workspaces.",MINIMAL,0.72,1.0,7.5,-2.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3742,13,9,5.0,,No,Yes,,
scorzeth,anki-mcp-server,99,0,"This Anki MCP server, developed as an open-source project, provides AI assistants with a bridge to interact with locally running Anki instances. It leverages the Anki-Connect add-on to offer tools for reviewing and creating flashcards, as well as retrieving cards from various decks. Built with TypeScript and the @modelcontextprotocol/sdk, it implements resource management for card retrieval, tools for card manipulation, and prompts for high-quality card creation based on Andy Matuschak's principles. The server abstracts Anki's complexities, allowing AI systems to seamlessly incorporate spaced repetition and flashcard management into their workflows. It's particularly useful for students, educators, and lifelong learners looking to enhance their study routines with AI-driven flashcard creation and review processes.",MINIMAL,0.85,1.0,5.1,-1.53,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2144,6,5,3.5,usage; license; project_info,No,No,,
danilop,mcp2lambda,97,0,"MCP2Lambda enables Large Language Models to interact with AWS Lambda functions as tools without code changes. It acts as a bridge between MCP clients and Lambda functions, allowing models to access private resources, interact with AWS services, and leverage Lambda's capabilities for data processing and external API access. The implementation includes autodiscovery of Lambda functions and secure invocation, making it useful for extending AI capabilities in enterprise environments with existing AWS infrastructure.",MINIMAL,0.77,1.0,7.6,-2.28,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,9042,22,16,5.0,error_handling,No,No,,
src,mcp,97,4400,"Lokka is an MCP server that provides a bridge between AI assistants and Microsoft Graph API, enabling natural language interaction with Microsoft 365 tenants. Developed by Merill Fernando, it allows users to query and manage their Microsoft environment through simple conversational prompts rather than complex API calls. The server authenticates with Microsoft Entra using client credentials, translates natural language requests into appropriate Graph API calls, and returns formatted results. Particularly valuable for administrators who need to perform tasks like creating security groups, reviewing conditional access policies, or managing Intune configurations without leaving their AI assistant interface.",MINIMAL,1.2,1.2,0,-0.0,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,No,No,,
taazkareem,clickup-mcp-server,97,27837,"This ClickUp MCP server, developed by Talib Kareem, integrates ClickUp task management with AI systems through the Model Context Protocol. Built with TypeScript and leveraging the MCP SDK, it provides a standardized interface for AI models to interact with ClickUp tasks, enabling automated task creation, updates, and retrieval. The implementation focuses on simplifying project management workflows and enhancing productivity by allowing AI assistants to manage tasks programmatically. It's particularly useful for teams looking to automate routine task management, generate task summaries, or incorporate AI-driven insights into their project workflows, bridging the gap between task management and AI capabilities.",MINIMAL,1.12,1.6,7.5,-2.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20032,12,1,5.0,,No,Yes,Found pattern: tracking,https://github.com/taazkareem/clickup-mcp-server#readme; https://github.com/taazkareem/clickup-mcp-server/issues; https://github.com/taazkareem/clickup-mcp-server.git; https://api.clickup.com/api/v2
blackwhite084,playwright-plus-python-mcp,96,0,"This Playwright-powered MCP server, developed by YUNYING, enables AI assistants to interact with web browsers through the Model Context Protocol. Built in Python, it provides a bridge between MCP clients and Playwright's browser automation capabilities, allowing operations like navigation, screenshots, clicks, and JavaScript execution. The implementation leverages libraries such as MCP for protocol handling and Playwright for browser control. By abstracting browser interactions into MCP-compatible tools, it allows AI systems to easily perform web automation tasks without directly handling browser complexities. This server is particularly useful for scenarios requiring AI-driven web scraping, testing, or content generation, facilitating use cases such as automated data collection, UI testing, and dynamic web content creation.",MINIMAL,0.8,1.0,6.6,-1.98,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,4198,12,6,5.0,usage; license,No,No,,
chigwell,telegram-mcp,94,0,"Telegram MCP Server provides a bridge between Claude and Telegram messaging, enabling direct interaction with Telegram chats without leaving the conversation interface. Built using Python, Telethon, and the MCP Python SDK, it exposes three core tools: retrieving chat lists, fetching messages from specific chats, and sending messages to contacts. The implementation authenticates with the Telegram API using credentials stored in environment variables and integrates seamlessly with Claude Desktop through a simple configuration. Particularly valuable for users who want to monitor or participate in Telegram conversations while working with Claude.",MINIMAL,0.27,1.0,7.6,-2.28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,21930,38,22,3.5,,Yes,No,,
qpd-v,mcp-ragdocs,94,0,"This MCP server, developed by qpd-v, enables AI assistants to perform semantic search and retrieval of documentation using a vector database (Qdrant). It provides tools for adding documentation from URLs, searching through stored content, and listing sources. The server implements web scraping, text chunking, and embedding generation using either Ollama or OpenAI. By connecting AI capabilities with vector search technology, this implementation empowers AI assistants to quickly find relevant information within large document collections. It is particularly useful for applications requiring context-aware information retrieval, knowledge base augmentation, or any scenario where an AI system needs to efficiently access and reason about domain-specific documentation.",MINIMAL,0.72,1.0,7.5,-2.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9148,23,24,5.0,,No,Yes,,http://localhost:11434; http://127.0.0.1:6333
getsentry,sentry-mcp,94,0,"A server implementation of the Model Context Protocol (MCP) for Sentry, allowing AI applications to retrieve error and performance data from Sentry to provide context about application issues.",LOW,0.03,1.0,7.5,-2.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5004,11,10,5.0,project_info,Yes,Yes,Found pattern: send.*data; Potential data exfiltration: send.*data; Found pattern: fetch\s*\(,https://sentry.io/api/0/organizations/sentry-mcp-evals/events/?dataset=spans&per_page=10&referrer=sentry-mcp&sort=-span.duration&allowAggregateConditions=0&useRpc=1&field=id&field=trace&field=span.op&field=span.description&field=span.duration&field=transaction&field=project&field=timestamp&query=is_transaction%3Atrue; https://developer.mozilla.org/docs/Web/API/Event/preventDefault; https://developer.mozilla.org/docs/Web/API/EventSource/open_event; https://developer.mozilla.org/docs/Web/API/ReadableStreamDefaultController; https://developer.mozilla.org/docs/Web/API/CloseEvent
gongrzhe,office-word-mcp-server,93,10776,"Office-Word-MCP-Server provides a bridge between AI assistants and Microsoft Word documents, enabling rich document editing capabilities through a standardized interface. Built with Python and python-docx, it exposes tools for document creation, content addition, text formatting, table manipulation, and style management while handling common edge cases like missing styles and locked files. The server is particularly valuable for users who need to programmatically create and modify Word documents through natural language requests, with features like proportional image scaling, custom style creation, and detailed error handling making it suitable for both simple editing tasks and complex document automation workflows.",MINIMAL,1.37,1.6,7.8,-2.34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7798,35,10,5.0,,No,No,,
wopal-cn,mcp-hotnews-server,93,42480,"This MCP server, developed by SamuelXu, provides real-time hot trending topics from major Chinese social platforms and news sites. It integrates with platforms like Zhihu, Weibo, and Bilibili to aggregate and serve up-to-date trending information. Built with TypeScript and leveraging the @modelcontextprotocol/sdk, it offers a containerized solution via Docker for easy deployment. The server is designed for applications requiring current Chinese social media trends, such as news aggregators, social media analytics tools, or AI assistants needing context on Chinese online discourse.",MINIMAL,1.41,1.6,6.5,-1.95,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2030,13,4,5.0,error_handling,No,No,,
canvrno,proxmoxmcp,92,0,"Proxmox MCP Server provides a Model Context Protocol interface for managing Proxmox virtualization environments, enabling AI assistants to interact with virtual machines, containers, storage, and cluster resources. Built by Kevin, it offers tools for retrieving node status, executing commands within VMs via QEMU guest agent, monitoring storage pools, and checking cluster health - all through a structured API with comprehensive error handling and logging. The implementation uses token-based authentication with Proxmox's API and includes detailed formatting for console output, making it particularly valuable for system administrators who need to monitor and manage their Proxmox infrastructure without leaving their conversation interface.",MINIMAL,0.77,1.0,7.8,-2.34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10325,26,17,5.0,,No,No,,
genomoncology,biomcp,92,6973,"BioMCP is a server implementation that provides structured access to key biomedical databases through a unified interface. Developed by GenomOncology, it connects to ClinicalTrials.gov, PubMed (via PubTator3), and MyVariant.info to enable searching and retrieving information about clinical trials, research articles, and genetic variants. The server exposes these capabilities as MCP tools that can be used by AI assistants to access up-to-date biomedical data, overcoming knowledge cutoff limitations. BioMCP handles entity normalization, intelligent rendering of complex data as Markdown, and transparent attribution of sources, making it valuable for biomedical research, clinical decision support, and literature review workflows.",MINIMAL,1.38,1.4,7.5,-2.25,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5384,23,5,5.0,error_handling,No,No,Found pattern: collect.*data,https://www.disease-ontology.org/?id=DOID:4851; http://www.ncbi.nlm.nih.gov/pubmed/25024077; https://run.opencravat.org/webapps/variantreport/index.html?alt_base=T&chrom=chr7&pos=140753336&ref_base=A; http://www.ncbi.nlm.nih.gov/pubmed/21107320; http://www.ncbi.nlm.nih.gov/pubmed/31985841
erickwendel,erickwendel-contributions-mcp,90,0,"The erickwendel-contributions-mcp server provides AI assistants with access to Erick Wendel's content contributions across different platforms through a set of specialized tools. Built with Node.js and the Model Context Protocol SDK, it enables querying talks, posts, and videos with filtering options by language, title, country, and other parameters. The implementation includes Docker containerization for easy deployment and is configured through Smithery.ai for seamless integration with AI assistants. This server is particularly valuable for users wanting to discover and reference Erick Wendel's technical content within AI assistant conversations without needing to search across multiple platforms manually.",MINIMAL,0.78,1.0,7.5,-2.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7290,19,18,3.5,,No,No,,
admica,filescopemcp,90,0,"FileScopeMCP is a TypeScript-based MCP server that analyzes codebases to identify important files based on dependency relationships, providing AI tools with structural understanding of projects. It scans source files to detect imports across multiple languages (JavaScript, TypeScript, Python, C/C++, Rust, Lua, Zig), calculates importance scores (0-10) based on dependency patterns, and generates visualizations using Mermaid diagrams. The implementation features persistent storage of file trees, cross-platform path handling, and tools for querying file importance, finding critical components, and adding human-readable summaries to files, making it valuable for developers who want AI assistants to understand the architecture and significance of different files in their projects.",MINIMAL,0.88,1.0,7.3,-2.19,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,10573,24,16,5.0,error_handling,No,No,Found pattern: tracking,
okooo5km,memory-mcp-server,90,0,"Memory MCP Server provides a knowledge graph management system for AI assistants to maintain persistent memory across conversations. Built in Swift, it enables creating, reading, updating, and deleting entities and relations in a JSON-based storage system. The server implements nine specialized tools for graph operations including entity creation, relation management, observation tracking, and search capabilities. Data is stored in a configurable file location, making it ideal for applications requiring AI assistants to build and maintain structured knowledge over time without losing context between sessions.",MINIMAL,0.79,1.0,7.1,-2.13,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,10287,28,15,3.5,error_handling,No,No,,
pfldy2850,py-mcp-naver,89,0,"Naver MCP Server provides a comprehensive interface to Naver's OpenAPI services through the Model Context Protocol. This implementation exposes 14 different tools for interacting with Naver's search capabilities, including blog, news, book, image, and shopping searches, as well as specialized functions like adult content checking and spelling correction. The server requires Naver API credentials to function and is built using FastMCP, making it easy to deploy and integrate with AI assistants. Particularly valuable for applications requiring Korean-language search capabilities and access to Naver's extensive content ecosystem.",MINIMAL,0.3,1.0,6.7,-2.01,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4589,27,19,5.0,usage; configuration,Yes,No,,
tumf,mcp-text-editor,89,23756,"This MCP text editor server, developed by tumf, enables AI assistants like Claude to perform line-oriented text file operations through a standardized API. Built in Python, it provides capabilities for efficient partial file access, concurrent editing with conflict detection, and atomic multi-file operations. The implementation stands out by optimizing for token efficiency in LLM applications while ensuring safe, synchronized file access. By connecting AI capabilities with robust text editing functionality, this server allows AI systems to read, modify, and analyze text files with fine-grained control. It is particularly useful for collaborative editing tools, automated text processing systems, and AI-powered development assistants that need to interact with codebases or documentation.",MINIMAL,1.37,1.6,7.8,-2.34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12540,35,27,5.0,,No,No,,
