owner,repo,github_stars,download_count,experimental_ai_generated_description,risk_category,security_score,popularity_score,doc_quality_score,doc_quality_adjustment,readme_found,has_installation_docs,has_usage_docs,has_api_reference,has_security_docs,has_error_handling,has_cli_docs,has_code_examples,has_screenshots,has_license_info,readme_size_bytes,headings_count,code_blocks_count,readability_score,missing_sections,oauth_implementation,direct_api_tokens,config_risk_factors,outbound_risk_factors,outbound_connections,overall_score
e2b-dev,js,238,0,"This MCP server, developed by e2b-dev, enables AI assistants like Claude to execute code using E2B's cloud infrastructure. It provides a bridge between natural language interactions and actual code execution, allowing AI models to run and test code snippets in real-time. The server leverages E2B's secure sandboxed environments to execute code in various languages, with current support for JavaScript and Python. By integrating AI capabilities with E2B's code execution platform, this implementation enhances the ability of AI assistants to debug, prototype, and demonstrate code concepts. It is particularly useful for scenarios requiring interactive coding sessions, automated testing, or hands-on programming tutorials guided by AI.",LOW,0.4,2.2,5.2,-1.56,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,989,4,5,5.0,usage; license; project_info,No,Yes,,,,0.45200000000000007
e2b-dev,python,238,0,"This MCP server, developed by E2B, enables AI assistants like Claude to execute code securely in E2B's cloud infrastructure. It bridges natural language interactions with real-time code execution in sandboxed environments, currently supporting JavaScript and Python. The server integrates with Claude Desktop and can run standalone, providing flexibility for different use cases. By combining AI capabilities with E2B's code execution platform, this implementation enhances AI assistants' ability to debug, prototype, and demonstrate coding concepts interactively. It is particularly valuable for scenarios requiring hands-on programming tutorials, automated testing, or interactive coding sessions guided by AI, allowing for more dynamic and practical coding assistance.",LOW,0.4,2.2,4.8,-1.44,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,954,4,3,5.0,usage; license; project_info,No,Yes,,,,0.44000000000000006
graphlit,graphlit-mcp-server,236,57165,"This MCP server implementation provides a bridge to the Graphlit platform, enabling integration between MCP clients and Graphlit services. Developed by Unstruk Data Inc., it utilizes the Graphlit client library and Model Context Protocol SDK to facilitate communication. The server is designed for use cases requiring access to Graphlit's API capabilities, such as natural language processing tasks or data retrieval from the Graphlit ecosystem.",MINIMAL,0.2,1.8,7.3,-2.19,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,11796,24,11,5.0,error_handling,Yes,Yes,,,,0.42300000000000004
financial-datasets,mcp-server,234,0,"Financial Datasets MCP Server provides AI assistants with direct access to stock market data through a set of specialized financial tools. Built by Financial Datasets, it enables Claude and other AI assistants to retrieve income statements, balance sheets, cash flow statements, current and historical stock prices, and market news via the Financial Datasets API. The server is designed to run locally using the uv package manager and can be easily integrated with Claude Desktop, making it valuable for financial analysis, investment research, and market monitoring workflows without leaving the conversation interface.",LOW,0.4,2.45,6.4,-1.92,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3255,7,7,3.5,error_handling; license,No,Yes,,,,0.508
apify,actors-mcp-server,188,0,"This MCP implementation, developed using TypeScript, provides a robust foundation for building and deploying web scraping and automation projects. It leverages the Apify platform and Crawlee library, offering a structured environment for creating scalable web crawlers and data extraction tasks. The implementation includes configuration files for ESLint, TypeScript, and Docker, ensuring code quality and consistency across different development environments. By abstracting common web scraping challenges and providing integration with Apify's cloud infrastructure, this tool enables developers to focus on building complex data acquisition workflows. It is particularly useful for projects requiring large-scale web data extraction, automated testing of web applications, or building AI training datasets from web sources.",LOW,0.4,2.4,7.8,-2.34,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,23757,32,26,5.0,,No,Yes,,,,0.546
jamsocket,mcp-server,183,3667,"foreverVM provides an API for running arbitrary, stateful Python code securely.

The core concepts in foreverVM are machines and instructions.

Machines represent a stateful Python process. You interact with a machine by running instructions (Python statements and expressions) on it, and receiving the results. A machine processes one instruction at a time.",MINIMAL,0.2,2.3,4.7,-1.41,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,831,4,2,5.0,error_handling; license; project_info,No,No,,,,0.385
elastic,mcp-server-elasticsearch,157,6618,"Elasticsearch MCP server enables AI assistants to interact with Elasticsearch clusters through natural language conversations. Built with TypeScript and the official Elasticsearch client library, it provides tools for listing indices, inspecting field mappings, and executing full Query DSL searches with automatic highlighting of text fields. The implementation handles authentication via API keys, supports configurable security permissions, and is particularly valuable for users who need to explore and analyze their Elasticsearch data through conversational interfaces.",LOW,0.4,2.4,7.7,-2.31,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6201,14,8,5.0,,No,Yes,,,,0.5429999999999999
semgrep,mcp,140,0,"Semgrep MCP Server provides a comprehensive interface to Semgrep's static analysis capabilities through the Model Context Protocol, enabling AI assistants to scan code for security vulnerabilities and coding issues. Built by Semgrep, Inc., it offers tools for scanning individual code snippets or entire directories, creating custom rules, analyzing results by severity, and filtering findings. The server is containerized with Docker for easy deployment and can be integrated with Cursor as a plugin, making it valuable for developers who want to leverage Semgrep's security analysis capabilities directly within their AI assistant workflows without leaving their coding environment.",MINIMAL,0.2,2.4,7.0,-2.1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,15240,35,19,3.5,error_handling; license,No,No,,,,0.462
motherduckdb,mcp-server-motherduck,126,32907,"This MCP server, developed by tdoehmen at MotherDuck, provides seamless integration with MotherDuck and local DuckDB databases. Built with Python, it offers tools for initializing database connections, retrieving schema information, and executing queries. The implementation stands out by supporting both cloud-based MotherDuck and local DuckDB instances, allowing flexible deployment options. It's particularly useful for data analysts, researchers, and developers who need to incorporate on-demand access to DuckDB-powered databases into their AI-assisted workflows, enabling dynamic querying and analysis of structured data within MCP-compatible environments like Claude Desktop.",MINIMAL,0.2,2.4,7.8,-2.34,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11000,21,13,5.0,,No,No,,,,0.486
fatwang2,search1api-mcp,124,7431,"This Search1API MCP server, developed by fatwang2, provides an interface for AI assistants to perform web searches, news searches, content extraction, and sitemap retrieval using the Search1API service. It enables AI agents to query Search1API and retrieve structured results through a controlled MCP server. Built in JavaScript, the implementation handles API authentication and request formatting for multiple Search1API endpoints. By leveraging Search1API's capabilities, this server allows AI systems to access real-time web information, news articles, and site structures in a safe manner. It is particularly useful for AI assistants needing to conduct web research, analyze current events, or extract content from websites while maintaining a clear separation between the AI model and external data sources.",LOW,0.4,2.2,7.6,-2.28,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9832,18,13,3.5,,No,Yes,,,,0.524
chroma-core,chroma-mcp,121,23844,"Chroma MCP Server provides vector database integration for LLM applications, enabling AI models to create and manage collections of data with vector search capabilities. Built by Chroma Core, it supports multiple client types (ephemeral, persistent, HTTP, and cloud), offers comprehensive collection management tools, and enables document operations including adding, querying, and retrieving with advanced filtering options. The implementation integrates seamlessly with Claude Desktop through simple configuration options and supports environment variables for flexible deployment, making it ideal for workflows requiring memory capabilities such as knowledge bases and context-aware conversations.",LOW,0.4,2.4,7.1,-2.13,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,7813,13,5,5.0,installation; error_handling,No,Yes,,,,0.5249999999999999
zilliztech,mcp-server-milvus,94,0,"Milvus MCP Server provides a bridge between AI assistants and Milvus vector database, enabling vector search, full-text search, and hybrid queries through a comprehensive API. Built by Zilliz, it offers tools for managing collections, performing similarity searches, and executing complex queries with filtering capabilities. The implementation handles connection management, data insertion, and index creation while abstracting away the complexities of the Milvus client SDK. This server is particularly valuable for AI workflows requiring semantic search, knowledge retrieval, and structured data exploration from vector databases.",MINIMAL,0.2,2.3,7.8,-2.34,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9533,28,13,5.0,,No,No,,,,0.478
integromat,make-mcp-server,78,4191,"Make MCP Server enables AI assistants to trigger and interact with Make automation workflows through the Model Context Protocol. Developed by Make, it connects to your Make account to identify on-demand scenarios, parse input parameters, allow AI assistants to invoke scenarios with appropriate parameters, and return structured JSON output. The server runs as a Node.js application that can be installed via npm or run in a Docker container, requiring a Make API key with scenarios:read and scenarios:run scopes. This implementation is particularly valuable for maintaining complex automation logic in Make while exposing functionality to AI systems, creating bidirectional communication between assistants and existing workflows.",LOW,0.4,2.3,5.9,-1.77,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,1994,6,1,5.0,error_handling; license,No,Yes,,,,0.48100000000000004
meilisearch,meilisearch-mcp,77,0,"This MCP server for Meilisearch, developed by the Meilisearch team, provides a standardized interface for interacting with Meilisearch's powerful search capabilities. Built with Python and leveraging the official Meilisearch Python client, it offers tools for indexing, searching, and managing documents within Meilisearch instances. The server implements the Model Context Protocol, enabling AI systems to easily perform search operations and retrieve results. By abstracting Meilisearch's API complexities, it allows for seamless integration of advanced search functionality into AI-powered applications. This implementation is particularly valuable for use cases requiring fast, typo-tolerant, and customizable search experiences, such as e-commerce platforms, content management systems, or data exploration tools.",LOW,0.4,2.0,6.7,-2.01,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5274,24,7,2.0,error_handling,No,Yes,,,,0.48100000000000004
kagisearch,kagimcp,74,0,"This Kagi MCP server, developed by Rehan Ali Rana at Kagi Search, integrates the Kagi API into AI-assisted workflows. Built with Python and leveraging libraries like httpx and pydantic, it provides a standardized interface for accessing Kagi's search capabilities through Claude Desktop and compatible MCP clients. The implementation supports Kagi's advanced search features and is designed for easy setup and use. It's particularly useful for researchers, developers, and professionals looking to incorporate high-quality, privacy-focused search results into their AI-assisted applications, enabling more informed decision-making and analysis based on up-to-date web information.",LOW,0.4,2.2,6.9,-2.07,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4047,24,11,3.5,usage,No,Yes,,,,0.5030000000000001
