owner,repo,github_stars,download_count,experimental_ai_generated_description,risk_category,adjusted_risk_score,popularity_score,doc_quality_score,doc_quality_adjustment,readme_found,has_installation_docs,has_usage_docs,has_api_reference,has_security_docs,has_error_handling,has_cli_docs,has_code_examples,has_screenshots,has_license_info,readme_size_bytes,headings_count,code_blocks_count,readability_score,missing_sections,oauth_implementation,direct_api_tokens,main_risk_factors,outbound_connections
apify,actors-mcp-server,188,0,"This MCP implementation, developed using TypeScript, provides a robust foundation for building and deploying web scraping and automation projects. It leverages the Apify platform and Crawlee library, offering a structured environment for creating scalable web crawlers and data extraction tasks. The implementation includes configuration files for ESLint, TypeScript, and Docker, ensuring code quality and consistency across different development environments. By abstracting common web scraping challenges and providing integration with Apify's cloud infrastructure, this tool enables developers to focus on building complex data acquisition workflows. It is particularly useful for projects requiring large-scale web data extraction, automated testing of web applications, or building AI training datasets from web sources.",MINIMAL,2.13,2.4,7.8,-2.34,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,23757,32,26,5.0,,No,Yes,,https://actors-mcp-server.apify.actor
jamsocket,mcp-server,183,3667,"foreverVM provides an API for running arbitrary, stateful Python code securely.

The core concepts in foreverVM are machines and instructions.

Machines represent a stateful Python process. You interact with a machine by running instructions (Python statements and expressions) on it, and receiving the results. A machine processes one instruction at a time.",MINIMAL,2.16,2.3,4.7,-1.41,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,831,4,2,5.0,error_handling; license; project_info,No,No,,
elastic,mcp-server-elasticsearch,157,6618,"Elasticsearch MCP server enables AI assistants to interact with Elasticsearch clusters through natural language conversations. Built with TypeScript and the official Elasticsearch client library, it provides tools for listing indices, inspecting field mappings, and executing full Query DSL searches with automatic highlighting of text fields. The implementation handles authentication via API keys, supports configurable security permissions, and is particularly valuable for users who need to explore and analyze their Elasticsearch data through conversational interfaces.",MINIMAL,2.13,2.4,7.7,-2.31,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6201,14,8,5.0,,No,Yes,,
semgrep,mcp,140,0,"Semgrep MCP Server provides a comprehensive interface to Semgrep's static analysis capabilities through the Model Context Protocol, enabling AI assistants to scan code for security vulnerabilities and coding issues. Built by Semgrep, Inc., it offers tools for scanning individual code snippets or entire directories, creating custom rules, analyzing results by severity, and filtering findings. The server is containerized with Docker for easy deployment and can be integrated with Cursor as a plugin, making it valuable for developers who want to leverage Semgrep's security analysis capabilities directly within their AI assistant workflows without leaving their coding environment.",MINIMAL,2.19,2.4,7.0,-2.1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,15240,35,19,3.5,error_handling; license,No,No,,
motherduckdb,mcp-server-motherduck,126,32907,"This MCP server, developed by tdoehmen at MotherDuck, provides seamless integration with MotherDuck and local DuckDB databases. Built with Python, it offers tools for initializing database connections, retrieving schema information, and executing queries. The implementation stands out by supporting both cloud-based MotherDuck and local DuckDB instances, allowing flexible deployment options. It's particularly useful for data analysts, researchers, and developers who need to incorporate on-demand access to DuckDB-powered databases into their AI-assisted workflows, enabling dynamic querying and analysis of structured data within MCP-compatible environments like Claude Desktop.",MINIMAL,2.17,2.4,7.8,-2.34,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11000,21,13,5.0,,No,No,,
fatwang2,search1api-mcp,124,7431,"This Search1API MCP server, developed by fatwang2, provides an interface for AI assistants to perform web searches, news searches, content extraction, and sitemap retrieval using the Search1API service. It enables AI agents to query Search1API and retrieve structured results through a controlled MCP server. Built in JavaScript, the implementation handles API authentication and request formatting for multiple Search1API endpoints. By leveraging Search1API's capabilities, this server allows AI systems to access real-time web information, news articles, and site structures in a safe manner. It is particularly useful for AI assistants needing to conduct web research, analyze current events, or extract content from websites while maintaining a clear separation between the AI model and external data sources.",MINIMAL,1.93,2.2,7.6,-2.28,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9832,18,13,3.5,,No,Yes,,
chroma-core,chroma-mcp,121,23844,"Chroma MCP Server provides vector database integration for LLM applications, enabling AI models to create and manage collections of data with vector search capabilities. Built by Chroma Core, it supports multiple client types (ephemeral, persistent, HTTP, and cloud), offers comprehensive collection management tools, and enables document operations including adding, querying, and retrieving with advanced filtering options. The implementation integrates seamlessly with Claude Desktop through simple configuration options and supports environment variables for flexible deployment, making it ideal for workflows requiring memory capabilities such as knowledge bases and context-aware conversations.",MINIMAL,2.11,2.4,7.1,-2.13,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,7813,13,5,5.0,installation; error_handling,No,Yes,,
zilliztech,mcp-server-milvus,94,0,"Milvus MCP Server provides a bridge between AI assistants and Milvus vector database, enabling vector search, full-text search, and hybrid queries through a comprehensive API. Built by Zilliz, it offers tools for managing collections, performing similarity searches, and executing complex queries with filtering capabilities. The implementation handles connection management, data insertion, and index creation while abstracting away the complexities of the Milvus client SDK. This server is particularly valuable for AI workflows requiring semantic search, knowledge retrieval, and structured data exploration from vector databases.",MINIMAL,2.07,2.3,7.8,-2.34,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9533,28,13,5.0,,No,No,,
integromat,make-mcp-server,78,4191,"Make MCP Server enables AI assistants to trigger and interact with Make automation workflows through the Model Context Protocol. Developed by Make, it connects to your Make account to identify on-demand scenarios, parse input parameters, allow AI assistants to invoke scenarios with appropriate parameters, and return structured JSON output. The server runs as a Node.js application that can be installed via npm or run in a Docker container, requiring a Make API key with scenarios:read and scenarios:run scopes. This implementation is particularly valuable for maintaining complex automation logic in Make while exposing functionality to AI systems, creating bidirectional communication between assistants and existing workflows.",MINIMAL,1.98,2.3,5.9,-1.77,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,1994,6,1,5.0,error_handling; license,No,Yes,,
meilisearch,meilisearch-mcp,77,0,"This MCP server for Meilisearch, developed by the Meilisearch team, provides a standardized interface for interacting with Meilisearch's powerful search capabilities. Built with Python and leveraging the official Meilisearch Python client, it offers tools for indexing, searching, and managing documents within Meilisearch instances. The server implements the Model Context Protocol, enabling AI systems to easily perform search operations and retrieve results. By abstracting Meilisearch's API complexities, it allows for seamless integration of advanced search functionality into AI-powered applications. This implementation is particularly valuable for use cases requiring fast, typo-tolerant, and customizable search experiences, such as e-commerce platforms, content management systems, or data exploration tools.",MINIMAL,1.7,2.0,6.7,-2.01,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5274,24,7,2.0,error_handling,No,Yes,,
kagisearch,kagimcp,74,0,"This Kagi MCP server, developed by Rehan Ali Rana at Kagi Search, integrates the Kagi API into AI-assisted workflows. Built with Python and leveraging libraries like httpx and pydantic, it provides a standardized interface for accessing Kagi's search capabilities through Claude Desktop and compatible MCP clients. The implementation supports Kagi's advanced search features and is designed for easy setup and use. It's particularly useful for researchers, developers, and professionals looking to incorporate high-quality, privacy-focused search results into their AI-assisted applications, enabling more informed decision-making and analysis based on up-to-date web information.",MINIMAL,1.91,2.2,6.9,-2.07,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4047,24,11,3.5,usage,No,Yes,,
comet-ml,opik-mcp,71,0,"Opik MCP Server is an open-source implementation of the Model Context Protocol for the Opik platform. It provides a unified interface for interacting with Opik's capabilities, supporting multiple transport mechanisms for flexible integration into various environments.",MINIMAL,1.43,2.2,7.6,-2.28,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,6221,31,9,5.0,error_handling,No,Yes,Obfuscated code: atob\s*\(,https://registry.npmjs.org/ansi-regex/-/ansi-regex-5.0.1.tgz; https://registry.npmjs.org/convert-source-map/-/convert-source-map-2.0.0.tgz; https://registry.npmjs.org/glob-parent/-/glob-parent-5.1.2.tgz; https://registry.npmjs.org/async/-/async-3.2.6.tgz; https://registry.npmjs.org/serve-static/-/serve-static-2.1.0.tgz
langfuse,mcp-server-langfuse,68,0,"This MCP server implementation provides access to Langfuse's prompt management capabilities, allowing users to list and retrieve prompts through the Model Context Protocol. Developed by marcklingen, it transforms Langfuse prompts into MCP-compatible formats, supports pagination for prompt listing, and includes a prompt compilation feature. The server also offers tool-based operations for increased compatibility with MCP clients. It's particularly useful for AI applications requiring dynamic prompt management, version control, and integration with existing Langfuse workflows. The implementation focuses on production-labeled prompts and is designed to work seamlessly with Claude Desktop and Cursor environments.",MINIMAL,1.78,2.0,7.4,-2.22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3354,14,4,5.0,,No,No,,
agentrpc,agentrpc,65,2382,"AgentRPC allows you to connect to any function, in any language, across network boundaries. It's ideal when you have services deployed in:

Private VPCs
Kubernetes clusters
Multiple cloud environments
AgentRPC wraps your functions in a universal RPC interface, connecting them to a hosted RPC server accessible through open standards:

Model Context Protocol (MCP)
OpenAI-compatible tool definitions (OpenAI, Anthropic, LiteLLM, OpenRouter, etc.)",MINIMAL,1.89,2.2,6.4,-1.92,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3364,11,3,3.5,error_handling,No,Yes,,
pydantic,logfire-mcp,60,10441,"Logfire MCP Server provides AI assistants with access to OpenTelemetry traces and metrics through Logfire's API. Built by the Pydantic team, it enables LLMs to query application telemetry data, analyze distributed traces, and perform custom SQL queries on observability data with automatic token-based authentication. The server exposes tools for finding exceptions, analyzing errors in specific files, running arbitrary queries against trace data, and retrieving schema information - making it particularly valuable for debugging applications, investigating performance issues, and gaining insights from operational data without leaving the AI assistant conversation.",MINIMAL,1.97,2.2,7.7,-2.31,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6554,16,13,5.0,,No,No,,
tinybirdco,mcp-tinybird,60,20654,"This MCP server, developed by Tinybird, enables AI assistants to interact with Tinybird workspaces for data exploration and analysis. Built in Python, it provides tools for querying data sources, executing API endpoints, and pushing data files. The server leverages Tinybird's real-time analytics capabilities, allowing AI models to access and analyze large datasets efficiently. Key features include SQL query execution, data source exploration, and integration with Tinybird's documentation. By bridging AI assistants with powerful analytics infrastructure, this implementation is particularly useful for tasks involving data-driven insights, business intelligence, and real-time data exploration across various domains.",MINIMAL,2.07,2.3,7.8,-2.34,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7281,18,12,5.0,,No,No,,
tinyfish-io,agentql-mcp,56,3143,"AgentQL MCP server integrates with the AgentQL data extraction API to provide AI assistants with structured data extraction capabilities from web pages. The server exposes a single tool that accepts a URL and natural language prompt, then uses the AgentQL API to extract relevant data in JSON format based on the description. This implementation is particularly useful for scenarios requiring structured data from websites without needing to write custom scrapers, enabling AI assistants to gather specific information from web content on demand.",MINIMAL,2.11,2.4,7.1,-2.13,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3634,11,9,5.0,license,No,Yes,,
vectorize-io,vectorize-mcp-server,51,1812,"Vectorize MCP Server provides a bridge between Claude and Vectorize.io's vector database services, enabling advanced retrieval, text extraction, and deep research capabilities. Built with TypeScript, it exposes three primary tools: vector search for retrieving relevant documents from pipelines, text extraction for converting various document formats to Markdown, and deep research for generating comprehensive analyses from document collections. The implementation handles authentication through organization IDs and API tokens, making it particularly valuable for knowledge management, document analysis, and research workflows that require sophisticated vector search capabilities without leaving the conversation interface.",MINIMAL,2.01,2.2,6.5,-1.95,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,6029,13,9,3.5,usage; error_handling,No,No,,
its-dart,dart-mcp-server,49,7734,"Dart MCP Server provides AI assistants with direct access to Dart's project management platform, enabling task and document management through a comprehensive set of tools. Built by the Dart team, it allows for creating, retrieving, updating, and deleting tasks and documents, with support for filtering by various attributes like assignees, status, and priority. The server exposes both structured tools and resource templates that make it easy for AI assistants to interact with Dart's API, and includes prompts for common actions like creating tasks or summarizing work items. It's particularly valuable for teams using Dart who want to manage their projects directly through AI assistants like Claude without switching contexts.",MINIMAL,2.2,2.4,6.7,-2.01,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6457,18,2,5.0,usage,No,No,,
translated,lara-mcp,48,2851,"Lara MCP Server provides a bridge to the Lara Translation API, enabling AI assistants to translate text between languages with support for language detection and context-aware translations. Developed by Translated, this TypeScript implementation uses the Model Context Protocol SDK to expose a single translation tool that leverages the official Lara client library. The server authenticates with Lara API credentials through environment variables and is packaged for both npm distribution and Docker deployment. Ideal for multilingual applications where AI assistants need to perform accurate translations without switching context.",MINIMAL,2.07,2.3,7.6,-2.28,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,15274,24,10,5.0,error_handling,No,No,,
axiomhq,mcp-server-axiom,39,0,"This MCP server, developed by Axiom, enables AI agents to query data using Axiom Processing Language (APL). It integrates with the Axiom data platform to provide tools for executing APL queries against datasets and listing available datasets. By leveraging Axiom's powerful data processing capabilities, this implementation allows AI assistants to easily incorporate real-time data analysis into their responses. It is particularly useful for scenarios requiring rapid insights from large datasets, such as log analysis, application monitoring, or business intelligence through natural language queries to an AI assistant. The server is designed for seamless integration with the Claude desktop app and focuses on core querying functionality.",MINIMAL,1.6,1.8,6.7,-2.01,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2113,11,7,5.0,error_handling,No,No,,
needle-ai,needle-mcp,38,0,"This Needle MCP integration, developed by Jan Heimes, provides a bridge between the Needle AI platform and MCP (Machine Comprehension Protocol) servers. Built using Python, it leverages the needle-python and mcp libraries to enable seamless communication between Needle's AI capabilities and standardized MCP endpoints. The integration supports environment variable configuration via python-dotenv for flexible deployment. By abstracting the complexities of API interactions, it allows developers to easily incorporate Needle's AI functionalities into MCP-compatible systems. This implementation is particularly useful for projects requiring advanced natural language processing, machine learning, or AI-driven decision making within an MCP framework, enabling use cases such as intelligent chatbots, automated content generation, or AI-assisted data analysis.",MINIMAL,2.02,2.3,7.3,-2.19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5040,14,6,5.0,,No,Yes,,
metoro-io,metoro-mcp-server,37,0,"This MCP server, developed by Metoro, enables AI assistants like Claude to interact with Kubernetes clusters through Metoro's observability platform. Built in Go, it exposes Metoro's APIs to allow querying and analyzing telemetry data collected from microservices using eBPF instrumentation. The implementation stands out by providing deep visibility into Kubernetes environments without requiring code changes. By connecting AI capabilities with Metoro's comprehensive cluster insights, this server enables AI systems to troubleshoot issues, optimize performance, and understand complex microservice interactions. It is particularly useful for DevOps teams seeking to leverage AI for Kubernetes observability, automated incident response, and performance optimization in cloud-native environments.",MINIMAL,2.2,2.4,6.7,-2.01,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4662,8,2,3.5,error_handling,No,No,,
rember,rember-mcp,36,5020,"Allow Claude to create flashcards for you with the official Model Context Protocol (MCP) for Rember. Rember helps you study and remember anything you care about by scheduling spaced repetition reviews.

Features and examples:

Create flashcards from your chats ""... I like your answer, help me remember it""
Create flashcards from your PDFs ""Create flashcards from chapter 2 of this PDF""",MINIMAL,1.92,2.2,7.3,-2.19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3981,5,2,5.0,,No,Yes,,
heroku,heroku-mcp-server,31,0,"A server implementation of the Model Context Protocol (MCP) for Heroku, allowing integration between MCP clients and Heroku services.",MINIMAL,2.1,2.4,6.6,-1.98,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,9948,24,14,3.5,usage; license,No,Yes,,
bankless,onchain-mcp,30,1418,"Bankless Onchain MCP Server provides a middleware between AI models and blockchain data, enabling LLMs to interact with smart contracts, fetch events, and access transaction information across multiple networks. Developed by Bankless Engineering, it implements tools for reading contract state, retrieving proxy implementations, fetching ABIs and source code, filtering event logs, and accessing transaction history. The server requires a Bankless API token for authentication and is particularly valuable for blockchain analysis, smart contract interaction, and on-chain data exploration workflows without requiring users to leave their conversation interface.",MINIMAL,1.83,2.1,7.8,-2.34,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10302,26,11,5.0,,No,Yes,,https://api.bankless.com/mcp
redis,mcp-redis,29,0,"The Redis MCP Server is a natural language interface designed for agentic applications to efficiently manage and search data in Redis. It integrates seamlessly with MCP (Model Content Protocol) clients, enabling AI-driven workflows to interact with structured and unstructured data in Redis. Using this MCP Server, you can ask questions like:

""Store the entire conversation in a stream""
""Cache this item in a string""
""Store the session with an expiration time""
""Search this vector""",MINIMAL,2.17,2.4,7.8,-2.34,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10424,20,13,5.0,,No,No,,
oschina,mcp-gitee,24,0,"MCP-Gitee provides a bridge between Claude and Gitee's API, enabling AI assistants to interact with repositories, issues, pull requests, and user data on the Gitee platform. Built by OSChina, this Go-based implementation exposes a comprehensive set of tools for repository management (creating repos, releases, fetching file content), issue tracking (creating, updating, commenting), pull request workflows (creating, merging, commenting), and user notifications. The server supports both stdio and SSE transport protocols, making it compatible with Claude Desktop integration, and includes robust error handling for API interactions. Particularly valuable for developers who need AI assistance with code collaboration workflows on Gitee without leaving their conversation interface.",MINIMAL,1.68,2.4,7.3,-2.19,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,7191,14,6,5.0,error_handling,Yes,No,,
bitrise-io,bitrise-mcp,21,0,"Bitrise MCP Server provides a bridge to the Bitrise CI/CD platform API, enabling AI assistants to manage mobile app development workflows. Developed by Bitrise, this Python implementation offers tools for app management, build operations, artifact handling, and release management across iOS and Android platforms. The server organizes functionality into logical API groups that can be selectively enabled, and integrates with Claude Desktop through a simple configuration process. It's particularly valuable for developers who need to monitor builds, trigger workflows, manage testing groups, or handle app distribution without leaving their AI assistant interface.",MINIMAL,2.18,2.4,7.2,-2.16,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,24560,24,4,5.0,error_handling,No,No,,
gotohuman,gotohuman-mcp-server,21,0,"gotoHuman MCP Server enables AI agents to request human reviews through the gotoHuman platform, creating an asynchronous workflow for content approval and critical action validation. The server provides three main tools: listing available review forms, fetching form schemas, and submitting review requests that appear in the user's gotoHuman inbox. Built with TypeScript using the Model Context Protocol SDK, it integrates with the gotoHuman API to facilitate human-in-the-loop processes for autonomous agents and AI automations, with webhook-based responses that allow workflows to continue after human approval.",MINIMAL,2.1,2.3,6.8,-2.04,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2511,12,4,5.0,error_handling; license,No,No,,
oxylabs,oxylabs-mcp,21,6907,"Oxylabs MCP server provides a bridge to Oxylabs web scraping services, enabling AI assistants to extract and process web content. Built with Python 3.12+, it handles authentication through Oxylabs credentials and transforms raw web data into clean, structured formats using lxml and markdownify. The implementation supports containerized deployment via Docker and includes comprehensive error handling. This server is particularly valuable for workflows requiring real-time web data extraction, content analysis, or monitoring of web resources without requiring users to manually collect information.",MINIMAL,2.12,2.4,7.5,-2.25,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8239,22,7,5.0,,No,Yes,,
datastax,astra-db-mcp,19,2671,"This MCP server implementation provides integration with Astra DB, a cloud-native database service. Developed by DataStax, it offers tools for managing collections and records within Astra DB, including creating, updating, deleting, and querying data. The server is designed to enable AI agents to interact directly with Astra DB, making it useful for applications that require scalable, cloud-based data storage and retrieval capabilities.",MINIMAL,2.03,2.2,5.7,-1.71,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,4264,8,3,5.0,usage; error_handling; license,No,No,,
screenshotone,mcp,19,0,"This MCP server implementation provides a bridge to ScreenshotOne's API, enabling the rendering of website screenshots through the Model Context Protocol. Developed by Dmytro Krasun, it offers a simple tool for capturing visual representations of web pages as images. The server is designed to work with Node.js environments and utilizes the @modelcontextprotocol/sdk for MCP compatibility. It's particularly useful for AI assistants, web developers, and content creators who need to programmatically generate website screenshots for tasks such as visual testing, content monitoring, or creating visual references of web pages without manual intervention.",MINIMAL,1.9,2.2,6.5,-1.95,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1415,8,3,5.0,error_handling,No,Yes,,
aliyun,alibabacloud-hologres-mcp-server,18,9364,"Hologres MCP Server provides a universal interface between AI Agents and Alibaba Cloud's Hologres databases, enabling seamless communication for metadata retrieval and SQL execution. Developed by TimothyDing, it supports executing SQL (including DDL, DML, and queries), collecting statistics with ANALYZE commands, and retrieving database metadata such as schemas, tables, and table statistics. The server requires Python 3.13+ and can be installed via pip or run directly from the repository, making it easy to integrate with MCP clients through simple configuration. This implementation is particularly valuable for data analysis workflows that need to interact with Hologres databases without switching contexts.",MINIMAL,2.15,2.3,4.9,-1.47,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,3093,14,4,2.0,usage; error_handling; project_info,No,No,,
box-community,mcp-server-box,18,0,"MCP Server Box integrates with the Box API to enable AI assistants to perform operations on Box files and folders, including search, text extraction, AI-based querying, and structured data extraction. Built by the Box community, it leverages Box's Claude AI capabilities to analyze documents, extract specific information from files, and answer questions about content. The server exposes tools for authenticating with Box, searching for files by name or content, reading file contents, asking AI about documents, locating folders, extracting structured data, and listing folder contents - making it particularly valuable for workflows that require document analysis, information extraction, or content management within Box.",MINIMAL,1.67,2.4,7.6,-2.28,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13686,50,12,3.5,,Yes,No,,
zenml-io,mcp-zenml,17,0,"This ZenML MCP server enables AI assistants to interact with ZenML, an open-source ML pipeline management platform. Built with Python using FastMCP, it provides tools to access core ZenML functionality including users, stacks, pipelines, runs, services, components, artifacts, and logs. The implementation allows querying pipeline metadata, triggering new pipeline runs, and analyzing run history through standardized MCP tools. It handles authentication via API keys and includes robust error handling, making it ideal for ML engineers who want to monitor and manage their machine learning workflows through conversational AI interfaces.",MINIMAL,2.0,2.2,6.8,-2.04,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,6999,10,3,5.0,license,Yes,Yes,,
fireproof-storage,mcp-database-server,16,0,"This MCP server, developed by the Fireproof Storage team, integrates a Fireproof database to provide a JSON document store with CRUD operations and querying capabilities. It offers a simple interface for AI assistants to store, retrieve, update, and delete JSON documents, as well as perform queries sorted by any field. The implementation stands out by leveraging Fireproof's local-first database technology, enabling offline-capable and real-time collaborative features. By connecting AI capabilities with a flexible document store, this server empowers AI systems to manage structured data efficiently. It is particularly useful for applications requiring persistent storage of AI-generated content, collaborative note-taking systems, or any scenario where an AI assistant needs to work with dynamic, structured data.",MINIMAL,1.65,1.8,5.1,-1.53,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,1239,4,3,5.0,api_reference; license; project_info,No,No,,
redis,mcp-redis-cloud,16,0,"A Model Context Protocol (MCP) server implementation for Redis Cloud, enabling AI applications to retrieve and use data from Redis Cloud databases as context for LLM interactions.",MINIMAL,2.01,2.3,7.1,-2.13,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,6619,23,13,5.0,error_handling; license,No,Yes,,
nota,gyazo-mcp-server,16,0,"This MCP server, developed by an unknown author, provides integration with the Gyazo image hosting service. Built with TypeScript and leveraging the Model Context Protocol SDK, it offers tools for accessing and interacting with Gyazo images. The implementation focuses on image retrieval and metadata extraction, with features like OCR data access and fetching the latest uploaded image. It's particularly useful for AI assistants and applications that need to work with visual content, enabling use cases such as image analysis, content moderation, or automated reporting based on screenshots without directly dealing with the Gyazo API complexities.",MINIMAL,1.62,2.3,6.1,-1.83,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3435,12,7,2.0,usage; error_handling,Yes,No,,
apache,iotdb-mcp-server,15,0,"The IoTDB MCP Server provides a secure interface for AI assistants to interact with Apache IoTDB time-series databases. Developed by the Apache Software Foundation, this Python-based implementation enables three core database operations: executing SELECT queries, listing available tables, and describing table schemas. The server connects to IoTDB instances using a session pool for efficient connection management and returns query results in a structured text format. It's particularly valuable for data analysts and IoT applications that need AI-assisted exploration and analysis of time-series data stored in IoTDB without requiring direct database access.",MINIMAL,2.12,2.3,6.0,-1.8,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,2880,18,2,5.0,usage; error_handling,No,No,,
integration-app,mcp-server,15,0,"This Integration App MCP server, developed by an unnamed author, provides a bridge between AI assistants and Integration App's workflow automation capabilities. Built with TypeScript and leveraging the Model Context Protocol SDK, it exposes Integration App actions as tools for AI models. The implementation focuses on simplifying interactions with Integration App's API, making it accessible for AI models to trigger and manage automated workflows. It's particularly useful for tasks like data synchronization, process automation, or integrating various SaaS applications, enabling AI assistants to orchestrate complex business processes without requiring deep knowledge of individual API complexities.",MINIMAL,2.12,2.3,5.9,-1.77,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,1900,5,1,5.0,error_handling; license,No,No,,
mailgun,mailgun-mcp-server,14,0,"Mailgun MCP Server provides a bridge between Claude Desktop and the Mailgun email service API, enabling AI assistants to send emails and retrieve email statistics through a standardized interface. The implementation transforms Mailgun's OpenAPI specification into MCP tools, handling authentication, parameter validation, and request formatting automatically. It supports over 30 Mailgun API endpoints including sending messages, retrieving domain information, and analyzing email delivery statistics. Built with Node.js and the MCP SDK, this server requires a Mailgun API key and is ideal for workflows that need email delivery capabilities integrated with AI assistants.",HIGH,-13.89,2.1,7.0,-2.1,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2193,12,6,5.0,usage,No,Yes,Suspicious domain: datatracker.ietf.org; Found pattern: tracking,http://example.com/signup; https://documentation.mailgun.com/docs/mailgun/user-manual/tracking-messages/#tracking-opens; https://se.api.mailgun.net/v3/domains/example.org/messages/eyJwI...; https://foo.com; https://documentation.mailgun.com/docs/mailgun/api-reference/openapi-final/tag/Metrics/
pinecone-io,assistant-mcp,14,0,Pinecone Assistant is a service that allow you to build production-grade chat and agent-based applications quickly. Use the Pinecone Assistant MCP to ground your agents with contextual knowledge sourced from your proprietary data.,MINIMAL,2.1,2.3,6.6,-1.98,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2421,12,4,5.0,error_handling,No,No,,
esignaturescom,mcp-server-esignatures,13,0,"This MCP server for eSignatures, developed by eSignatures, provides integration with the eSignatures.com API for contract and document management. Built with Python, it offers tools for creating, querying, and managing contracts and templates. The implementation focuses on simplifying access to eSignatures functionality through a standardized MCP interface, with features like draft creation, contract withdrawal, and template management. It's particularly useful for AI assistants and applications needing to handle digital contracts and signatures, enabling use cases such as automated contract generation, document workflow management, and legal compliance tracking without directly dealing with the complexities of the eSignatures.com API.",MINIMAL,1.89,2.2,6.3,-1.89,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,4398,16,2,5.0,error_handling,No,Yes,,
pinecone-io,pinecone-mcp,12,1737,"Pinecone Developer MCP Server enables AI assistants to interact with Pinecone vector database services through a TypeScript implementation. It provides tools for searching Pinecone documentation, managing indexes, and performing vector search operations including creating indexes with integrated inference, upserting records, searching across multiple indexes, and reranking results. The server supports both stdio and SSE transport methods, requires a Pinecone API key for database operations, and includes robust error handling with detailed validation messages. Particularly valuable for developers working with vector databases who need to embed, search, and manage semantic data within their AI applications.",MINIMAL,2.02,2.3,7.4,-2.22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4732,8,2,5.0,,No,Yes,,
atlanhq,modelcontextprotocol,11,0,"Atlan MCP Server provides a bridge between AI agents and Atlan data catalog services through a Python implementation using the pyatlan SDK. The server exposes tools for searching assets with flexible conditions, retrieving assets using DSL queries, traversing lineage relationships, and updating asset attributes like descriptions and certificate status. Built with a robust error handling system and comprehensive logging, it enables AI assistants to interact with enterprise data catalogs for use cases such as data discovery, lineage analysis, and metadata management. The implementation uses environment variables for configuration and supports deployment through Claude Desktop or the MCP Inspector for testing.",MINIMAL,2.09,2.4,6.4,-1.92,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,3975,10,8,3.5,usage; license,No,Yes,,
