server_name,server_url,github_url,owner,repo,github_stars,download_count,experimental_ai_generated_description
Tinybird,https://www.pulsemcp.com/servers/tinybirdco-tinybird,https://github.com/tinybirdco/mcp-tinybird,tinybirdco,mcp-tinybird,60,20654,"This MCP server, developed by Tinybird, enables AI assistants to interact with Tinybird workspaces for data exploration and analysis. Built in Python, it provides tools for querying data sources, executing API endpoints, and pushing data files. The server leverages Tinybird's real-time analytics capabilities, allowing AI models to access and analyze large datasets efficiently. Key features include SQL query execution, data source exploration, and integration with Tinybird's documentation. By bridging AI assistants with powerful analytics infrastructure, this implementation is particularly useful for tasks involving data-driven insights, business intelligence, and real-time data exploration across various domains."
AgentQL,https://www.pulsemcp.com/servers/tinyfish-agentql,https://github.com/tinyfish-io/agentql-mcp,tinyfish-io,agentql-mcp,56,3143,"AgentQL MCP server integrates with the AgentQL data extraction API to provide AI assistants with structured data extraction capabilities from web pages. The server exposes a single tool that accepts a URL and natural language prompt, then uses the AgentQL API to extract relevant data in JSON format based on the description. This implementation is particularly useful for scenarios requiring structured data from websites without needing to write custom scrapers, enabling AI assistants to gather specific information from web content on demand."
Vectorize,https://www.pulsemcp.com/servers/vectorize-io,https://github.com/vectorize-io/vectorize-mcp-server,vectorize-io,vectorize-mcp-server,51,1812,"Vectorize MCP Server provides a bridge between Claude and Vectorize.io's vector database services, enabling advanced retrieval, text extraction, and deep research capabilities. Built with TypeScript, it exposes three primary tools: vector search for retrieving relevant documents from pipelines, text extraction for converting various document formats to Markdown, and deep research for generating comprehensive analyses from document collections. The implementation handles authentication through organization IDs and API tokens, making it particularly valuable for knowledge management, document analysis, and research workflows that require sophisticated vector search capabilities without leaving the conversation interface."
Dart Project Management,https://www.pulsemcp.com/servers/dart-project-management,https://github.com/its-dart/dart-mcp-server,its-dart,dart-mcp-server,49,7734,"Dart MCP Server provides AI assistants with direct access to Dart's project management platform, enabling task and document management through a comprehensive set of tools. Built by the Dart team, it allows for creating, retrieving, updating, and deleting tasks and documents, with support for filtering by various attributes like assignees, status, and priority. The server exposes both structured tools and resource templates that make it easy for AI assistants to interact with Dart's API, and includes prompts for common actions like creating tasks or summarizing work items. It's particularly valuable for teams using Dart who want to manage their projects directly through AI assistants like Claude without switching contexts."
Lara Translate,https://www.pulsemcp.com/servers/translated-lara-translate,https://github.com/translated/lara-mcp,translated,lara-mcp,48,2851,"Lara MCP Server provides a bridge to the Lara Translation API, enabling AI assistants to translate text between languages with support for language detection and context-aware translations. Developed by Translated, this TypeScript implementation uses the Model Context Protocol SDK to expose a single translation tool that leverages the official Lara client library. The server authenticates with Lara API credentials through environment variables and is packaged for both npm distribution and Docker deployment. Ideal for multilingual applications where AI assistants need to perform accurate translations without switching context."
Axiom Query,https://www.pulsemcp.com/servers/axiomhq-mcp-server-axiom,https://github.com/axiomhq/mcp-server-axiom,axiomhq,mcp-server-axiom,39,,"This MCP server, developed by Axiom, enables AI agents to query data using Axiom Processing Language (APL). It integrates with the Axiom data platform to provide tools for executing APL queries against datasets and listing available datasets. By leveraging Axiom's powerful data processing capabilities, this implementation allows AI assistants to easily incorporate real-time data analysis into their responses. It is particularly useful for scenarios requiring rapid insights from large datasets, such as log analysis, application monitoring, or business intelligence through natural language queries to an AI assistant. The server is designed for seamless integration with the Claude desktop app and focuses on core querying functionality."
Needle,https://www.pulsemcp.com/servers/janhms-needle,https://github.com/needle-ai/needle-mcp,needle-ai,needle-mcp,38,,"This Needle MCP integration, developed by Jan Heimes, provides a bridge between the Needle AI platform and MCP (Machine Comprehension Protocol) servers. Built using Python, it leverages the needle-python and mcp libraries to enable seamless communication between Needle's AI capabilities and standardized MCP endpoints. The integration supports environment variable configuration via python-dotenv for flexible deployment. By abstracting the complexities of API interactions, it allows developers to easily incorporate Needle's AI functionalities into MCP-compatible systems. This implementation is particularly useful for projects requiring advanced natural language processing, machine learning, or AI-driven decision making within an MCP framework, enabling use cases such as intelligent chatbots, automated content generation, or AI-assisted data analysis."
Metoro Kubernetes Observability,https://www.pulsemcp.com/servers/metoro-mcp-server,https://github.com/metoro-io/metoro-mcp-server,metoro-io,metoro-mcp-server,37,,"This MCP server, developed by Metoro, enables AI assistants like Claude to interact with Kubernetes clusters through Metoro's observability platform. Built in Go, it exposes Metoro's APIs to allow querying and analyzing telemetry data collected from microservices using eBPF instrumentation. The implementation stands out by providing deep visibility into Kubernetes environments without requiring code changes. By connecting AI capabilities with Metoro's comprehensive cluster insights, this server enables AI systems to troubleshoot issues, optimize performance, and understand complex microservice interactions. It is particularly useful for DevOps teams seeking to leverage AI for Kubernetes observability, automated incident response, and performance optimization in cloud-native environments."
Rember,https://www.pulsemcp.com/servers/rember,https://github.com/rember/rember-mcp,rember,rember-mcp,36,5020,"Allow Claude to create flashcards for you with the official Model Context Protocol (MCP) for Rember. Rember helps you study and remember anything you care about by scheduling spaced repetition reviews.

Features and examples:

Create flashcards from your chats ""... I like your answer, help me remember it""
Create flashcards from your PDFs ""Create flashcards from chapter 2 of this PDF"""
Heroku,https://www.pulsemcp.com/servers/heroku,https://github.com/heroku/heroku-mcp-server,heroku,heroku-mcp-server,31,,"A server implementation of the Model Context Protocol (MCP) for Heroku, allowing integration between MCP clients and Heroku services."
Bankless Onchain,https://www.pulsemcp.com/servers/bankless-onchain,https://github.com/bankless/onchain-mcp,bankless,onchain-mcp,30,1418,"Bankless Onchain MCP Server provides a middleware between AI models and blockchain data, enabling LLMs to interact with smart contracts, fetch events, and access transaction information across multiple networks. Developed by Bankless Engineering, it implements tools for reading contract state, retrieving proxy implementations, fetching ABIs and source code, filtering event logs, and accessing transaction history. The server requires a Bankless API token for authentication and is particularly valuable for blockchain analysis, smart contract interaction, and on-chain data exploration workflows without requiring users to leave their conversation interface."
Redis,https://www.pulsemcp.com/servers/redis,https://github.com/redis/mcp-redis,redis,mcp-redis,29,,"The Redis MCP Server is a natural language interface designed for agentic applications to efficiently manage and search data in Redis. It integrates seamlessly with MCP (Model Content Protocol) clients, enabling AI-driven workflows to interact with structured and unstructured data in Redis. Using this MCP Server, you can ask questions like:

""Store the entire conversation in a stream""
""Cache this item in a string""
""Store the session with an expiration time""
""Search this vector"""
Gitee,https://www.pulsemcp.com/servers/oschina-gitee,https://github.com/oschina/mcp-gitee,oschina,mcp-gitee,24,,"MCP-Gitee provides a bridge between Claude and Gitee's API, enabling AI assistants to interact with repositories, issues, pull requests, and user data on the Gitee platform. Built by OSChina, this Go-based implementation exposes a comprehensive set of tools for repository management (creating repos, releases, fetching file content), issue tracking (creating, updating, commenting), pull request workflows (creating, merging, commenting), and user notifications. The server supports both stdio and SSE transport protocols, making it compatible with Claude Desktop integration, and includes robust error handling for API interactions. Particularly valuable for developers who need AI assistance with code collaboration workflows on Gitee without leaving their conversation interface."
Bitrise,https://www.pulsemcp.com/servers/bitrise,https://github.com/bitrise-io/bitrise-mcp,bitrise-io,bitrise-mcp,21,,"Bitrise MCP Server provides a bridge to the Bitrise CI/CD platform API, enabling AI assistants to manage mobile app development workflows. Developed by Bitrise, this Python implementation offers tools for app management, build operations, artifact handling, and release management across iOS and Android platforms. The server organizes functionality into logical API groups that can be selectively enabled, and integrates with Claude Desktop through a simple configuration process. It's particularly valuable for developers who need to monitor builds, trigger workflows, manage testing groups, or handle app distribution without leaving their AI assistant interface."
gotoHuman,https://www.pulsemcp.com/servers/gotohuman,https://github.com/gotohuman/gotohuman-mcp-server,gotohuman,gotohuman-mcp-server,21,,"gotoHuman MCP Server enables AI agents to request human reviews through the gotoHuman platform, creating an asynchronous workflow for content approval and critical action validation. The server provides three main tools: listing available review forms, fetching form schemas, and submitting review requests that appear in the user's gotoHuman inbox. Built with TypeScript using the Model Context Protocol SDK, it integrates with the gotoHuman API to facilitate human-in-the-loop processes for autonomous agents and AI automations, with webhook-based responses that allow workflows to continue after human approval."
Oxylabs Web Scraping,https://www.pulsemcp.com/servers/oxylabs-web-scraping,https://github.com/oxylabs/oxylabs-mcp,oxylabs,oxylabs-mcp,21,6907,"Oxylabs MCP server provides a bridge to Oxylabs web scraping services, enabling AI assistants to extract and process web content. Built with Python 3.12+, it handles authentication through Oxylabs credentials and transforms raw web data into clean, structured formats using lxml and markdownify. The implementation supports containerized deployment via Docker and includes comprehensive error handling. This server is particularly valuable for workflows requiring real-time web data extraction, content analysis, or monitoring of web resources without requiring users to manually collect information."
Astra DB,https://www.pulsemcp.com/servers/datastax-astra-db,https://github.com/datastax/astra-db-mcp,datastax,astra-db-mcp,19,2671,"This MCP server implementation provides integration with Astra DB, a cloud-native database service. Developed by DataStax, it offers tools for managing collections and records within Astra DB, including creating, updating, deleting, and querying data. The server is designed to enable AI agents to interact directly with Astra DB, making it useful for applications that require scalable, cloud-based data storage and retrieval capabilities."
ScreenshotOne,https://www.pulsemcp.com/servers/screenshotone,https://github.com/screenshotone/mcp,screenshotone,mcp,19,,"This MCP server implementation provides a bridge to ScreenshotOne's API, enabling the rendering of website screenshots through the Model Context Protocol. Developed by Dmytro Krasun, it offers a simple tool for capturing visual representations of web pages as images. The server is designed to work with Node.js environments and utilizes the @modelcontextprotocol/sdk for MCP compatibility. It's particularly useful for AI assistants, web developers, and content creators who need to programmatically generate website screenshots for tasks such as visual testing, content monitoring, or creating visual references of web pages without manual intervention."
Hologres,https://www.pulsemcp.com/servers/aliyun-hologres,https://github.com/aliyun/alibabacloud-hologres-mcp-server,aliyun,alibabacloud-hologres-mcp-server,18,9364,"Hologres MCP Server provides a universal interface between AI Agents and Alibaba Cloud's Hologres databases, enabling seamless communication for metadata retrieval and SQL execution. Developed by TimothyDing, it supports executing SQL (including DDL, DML, and queries), collecting statistics with ANALYZE commands, and retrieving database metadata such as schemas, tables, and table statistics. The server requires Python 3.13+ and can be installed via pip or run directly from the repository, making it easy to integrate with MCP clients through simple configuration. This implementation is particularly valuable for data analysis workflows that need to interact with Hologres databases without switching contexts."
Box,https://www.pulsemcp.com/servers/box-community-box,https://github.com/box-community/mcp-server-box,box-community,mcp-server-box,18,,"MCP Server Box integrates with the Box API to enable AI assistants to perform operations on Box files and folders, including search, text extraction, AI-based querying, and structured data extraction. Built by the Box community, it leverages Box's Claude AI capabilities to analyze documents, extract specific information from files, and answer questions about content. The server exposes tools for authenticating with Box, searching for files by name or content, reading file contents, asking AI about documents, locating folders, extracting structured data, and listing folder contents - making it particularly valuable for workflows that require document analysis, information extraction, or content management within Box."
ZenML,https://www.pulsemcp.com/servers/zenml-io-zenml,https://github.com/zenml-io/mcp-zenml,zenml-io,mcp-zenml,17,,"This ZenML MCP server enables AI assistants to interact with ZenML, an open-source ML pipeline management platform. Built with Python using FastMCP, it provides tools to access core ZenML functionality including users, stacks, pipelines, runs, services, components, artifacts, and logs. The implementation allows querying pipeline metadata, triggering new pipeline runs, and analyzing run history through standardized MCP tools. It handles authentication via API keys and includes robust error handling, making it ideal for ML engineers who want to monitor and manage their machine learning workflows through conversational AI interfaces."
Fireproof JSON Document Store,https://www.pulsemcp.com/servers/fireproof-storage-json-document-store,https://github.com/fireproof-storage/mcp-database-server,fireproof-storage,mcp-database-server,16,,"This MCP server, developed by the Fireproof Storage team, integrates a Fireproof database to provide a JSON document store with CRUD operations and querying capabilities. It offers a simple interface for AI assistants to store, retrieve, update, and delete JSON documents, as well as perform queries sorted by any field. The implementation stands out by leveraging Fireproof's local-first database technology, enabling offline-capable and real-time collaborative features. By connecting AI capabilities with a flexible document store, this server empowers AI systems to manage structured data efficiently. It is particularly useful for applications requiring persistent storage of AI-generated content, collaborative note-taking systems, or any scenario where an AI assistant needs to work with dynamic, structured data."
Redis Cloud,https://www.pulsemcp.com/servers/redis-cloud,https://github.com/redis/mcp-redis-cloud,redis,mcp-redis-cloud,16,,"A Model Context Protocol (MCP) server implementation for Redis Cloud, enabling AI applications to retrieve and use data from Redis Cloud databases as context for LLM interactions."
Gyazo,https://www.pulsemcp.com/servers/yuiseki-gyazo,https://github.com/nota/gyazo-mcp-server,nota,gyazo-mcp-server,16,,"This MCP server, developed by an unknown author, provides integration with the Gyazo image hosting service. Built with TypeScript and leveraging the Model Context Protocol SDK, it offers tools for accessing and interacting with Gyazo images. The implementation focuses on image retrieval and metadata extraction, with features like OCR data access and fetching the latest uploaded image. It's particularly useful for AI assistants and applications that need to work with visual content, enabling use cases such as image analysis, content moderation, or automated reporting based on screenshots without directly dealing with the Gyazo API complexities."
Apache IoTDB,https://www.pulsemcp.com/servers/apache-iotdb,https://github.com/apache/iotdb-mcp-server,apache,iotdb-mcp-server,15,,"The IoTDB MCP Server provides a secure interface for AI assistants to interact with Apache IoTDB time-series databases. Developed by the Apache Software Foundation, this Python-based implementation enables three core database operations: executing SELECT queries, listing available tables, and describing table schemas. The server connects to IoTDB instances using a session pool for efficient connection management and returns query results in a structured text format. It's particularly valuable for data analysts and IoT applications that need AI-assisted exploration and analysis of time-series data stored in IoTDB without requiring direct database access."
Integration.app,https://www.pulsemcp.com/servers/integration-app,https://github.com/integration-app/mcp-server,integration-app,mcp-server,15,,"This Integration App MCP server, developed by an unnamed author, provides a bridge between AI assistants and Integration App's workflow automation capabilities. Built with TypeScript and leveraging the Model Context Protocol SDK, it exposes Integration App actions as tools for AI models. The implementation focuses on simplifying interactions with Integration App's API, making it accessible for AI models to trigger and manage automated workflows. It's particularly useful for tasks like data synchronization, process automation, or integrating various SaaS applications, enabling AI assistants to orchestrate complex business processes without requiring deep knowledge of individual API complexities."
Mailgun,https://www.pulsemcp.com/servers/mailgun,https://github.com/mailgun/mailgun-mcp-server,mailgun,mailgun-mcp-server,14,,"Mailgun MCP Server provides a bridge between Claude Desktop and the Mailgun email service API, enabling AI assistants to send emails and retrieve email statistics through a standardized interface. The implementation transforms Mailgun's OpenAPI specification into MCP tools, handling authentication, parameter validation, and request formatting automatically. It supports over 30 Mailgun API endpoints including sending messages, retrieving domain information, and analyzing email delivery statistics. Built with Node.js and the MCP SDK, this server requires a Mailgun API key and is ideal for workflows that need email delivery capabilities integrated with AI assistants."
Pinecone Assistant,https://www.pulsemcp.com/servers/pinecone-assistant,https://github.com/pinecone-io/assistant-mcp,pinecone-io,assistant-mcp,14,,Pinecone Assistant is a service that allow you to build production-grade chat and agent-based applications quickly. Use the Pinecone Assistant MCP to ground your agents with contextual knowledge sourced from your proprietary data.
eSignatures,https://www.pulsemcp.com/servers/esignatures-esignatures,https://github.com/esignaturescom/mcp-server-esignatures,esignaturescom,mcp-server-esignatures,13,,"This MCP server for eSignatures, developed by eSignatures, provides integration with the eSignatures.com API for contract and document management. Built with Python, it offers tools for creating, querying, and managing contracts and templates. The implementation focuses on simplifying access to eSignatures functionality through a standardized MCP interface, with features like draft creation, contract withdrawal, and template management. It's particularly useful for AI assistants and applications needing to handle digital contracts and signatures, enabling use cases such as automated contract generation, document workflow management, and legal compliance tracking without directly dealing with the complexities of the eSignatures.com API."
Pinecone Developer (Vector Database),https://www.pulsemcp.com/servers/pinecone-vector-database,https://github.com/pinecone-io/pinecone-mcp,pinecone-io,pinecone-mcp,12,1737,"Pinecone Developer MCP Server enables AI assistants to interact with Pinecone vector database services through a TypeScript implementation. It provides tools for searching Pinecone documentation, managing indexes, and performing vector search operations including creating indexes with integrated inference, upserting records, searching across multiple indexes, and reranking results. The server supports both stdio and SSE transport methods, requires a Pinecone API key for database operations, and includes robust error handling with detailed validation messages. Particularly valuable for developers working with vector databases who need to embed, search, and manage semantic data within their AI applications."
Atlan Data Catalog,https://www.pulsemcp.com/servers/atlan-data-catalog,https://github.com/atlanhq/agent-toolkit/tree/HEAD/modelcontextprotocol,atlanhq,agent-toolkit,11,,"Atlan MCP Server provides a bridge between AI agents and Atlan data catalog services through a Python implementation using the pyatlan SDK. The server exposes tools for searching assets with flexible conditions, retrieving assets using DSL queries, traversing lineage relationships, and updating asset attributes like descriptions and certificate status. Built with a robust error handling system and comprehensive logging, it enables AI assistants to interact with enterprise data catalogs for use cases such as data discovery, lineage analysis, and metadata management. The implementation uses environment variables for configuration and supports deployment through Claude Desktop or the MCP Inspector for testing."
Thirdweb,https://www.pulsemcp.com/servers/thirdweb-ai,https://github.com/thirdweb-dev/ai/tree/HEAD/python/thirdweb-mcp,thirdweb-dev,ai,11,12571,"Read/write to over 2,000 EVM blockchains, enabling data querying, smart contract analysis/deployment, and transaction execution, powered by Thirdweb. Users can swap, bridge, send, deploy contracts, build apps, and more. 

Thirdweb is an all-in-one dev stack for web3 apps and infra; the MCP gives you access to all Thirdweb features directly from LLM."
Inkeep RAG,https://www.pulsemcp.com/servers/inkeep-rag,https://github.com/inkeep/mcp-server-python,inkeep,mcp-server-python,10,,"Inkeep MCP Server enables Claude to search and retrieve relevant documentation through Inkeep's RAG API. The server exposes a single 'rag-search' tool that queries Inkeep's API using the OpenAI client library, returning structured citation data compatible with Claude's citation format. It requires an Inkeep account and API key, and is configured through environment variables. This implementation is particularly valuable for workflows where users need to reference documentation without leaving their conversation with Claude, making it ideal for technical support, developer assistance, and knowledge-based interactions."
Alibaba Cloud ADB MySQL,https://www.pulsemcp.com/servers/alibaba-cloud-adb-mysql,https://github.com/aliyun/alibabacloud-adb-mysql-mcp-server,aliyun,alibabacloud-adb-mysql-mcp-server,8,1154,"Adb MySQL MCP Server provides a universal interface between AI Agents and Alibaba Cloud's Adb MySQL databases, enabling seamless metadata retrieval and SQL operations. Developed by Alibaba Cloud, this Python-based implementation offers tools for executing SQL queries, analyzing query plans, and retrieving execution statistics, along with resource templates for accessing database schemas, table definitions, and configuration values. The server requires minimal configuration through environment variables and supports both local development and pip installation, making it ideal for data analysts and developers who need AI-assisted database interactions with Adb MySQL clusters."
AgentKit (Chargebee),https://www.pulsemcp.com/servers/chargebee-agentkit,https://github.com/chargebee/agentkit/tree/HEAD/modelcontextprotocol,chargebee,agentkit,8,1141,"Chargebee empowers businesses of all sizes to scale revenue with a complete suite of solutions, including subscription management, recurring billing, pricing and payment optimization, revenue recognition, collections, and customer retention.

This MCP Server connects AI agents to Chargebee platform."
Riza,https://www.pulsemcp.com/servers/riza,https://github.com/riza-io/riza-mcp,riza-io,riza-mcp,8,2661,"The Riza MCP Server provides a secure bridge between LLMs and Riza's isolated code interpreter API, enabling AI assistants to write, save, edit, and execute code safely. Built as a wrapper around the Riza API, it exposes functionality through discrete tools that allow LLMs to create reusable code tools, manage a library of saved tools, and execute arbitrary code in a sandboxed environment. This implementation is particularly valuable for workflows requiring secure code execution from LLM-generated content, offering both the flexibility of running arbitrary code and the convenience of maintaining persistent tools across conversations."
BICScan,https://www.pulsemcp.com/servers/ahnlabio-bicscan,https://github.com/ahnlabio/bicscan-mcp,ahnlabio,bicscan-mcp,3,,"BICScan MCP Server provides a bridge to the BICScan API for assessing risk and analyzing assets across blockchain addresses, domains, and decentralized applications. Built with Python and FastMCP, it exposes tools for retrieving risk scores (0-100 scale) and detailed asset holdings information, with robust error handling and logging capabilities. This implementation is particularly valuable for blockchain security analysts and compliance teams who need to evaluate cryptocurrency addresses and monitor digital assets through natural language interaction."
DevHub CMS,https://www.pulsemcp.com/servers/devhub-cms,https://github.com/devhub/devhub-cms-mcp,devhub,devhub-cms-mcp,3,3618,"Allows seamless interaction with DevHub's API platform, enabling automated content management and providing additional context to DevHub's users of LLMs. This MCP will benefit users looking to integrate AI capabilities with their DevHub workflows."
